"Diplomanti terciarnega izobraževanja po: STATISTIÈNA REGIJA, KAZALNIK ,"
"LETO"

" ";"Število diplomantov na 1.000 prebivalcev";" ";" ";" ";" ";" ";" ";" ";" ";" ";" "
" ";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017"
"SLOVENIJA";8.2;8.5;8.8;9.6;10.0;10.2;9.3;9.1;9.0;15.0;8.0
"Pomurska";6.0;7.0;7.1;8.2;9.6;9.0;7.8;7.5;8.8;12.9;7.0
"Podravska";7.1;7.4;7.8;9.0;9.1;10.0;8.6;7.9;8.1;13.6;7.1
"Koroška";7.3;9.3;8.8;9.9;10.8;11.4;10.2;9.5;9.6;14.6;7.9
"Savinjska";8.1;8.5;9.2;10.3;10.7;10.6;9.4;9.1;9.2;14.9;8.2
"Zasavska";7.1;8.0;8.3;9.7;9.2;9.5;8.7;8.9;8.3;13.4;7.2
"Posavska";7.9;8.2;8.1;8.7;9.8;10.2;9.6;9.2;8.6;13.1;7.7
"Jugovzhodna Slovenija";8.0;8.8;9.1;9.7;10.0;9.7;10.1;9.8;9.4;14.2;8.1
"Osrednjeslovenska";9.6;9.0;9.3;9.9;9.6;10.2;9.3;9.5;9.2;16.5;8.0
"Gorenjska";8.4;8.4;9.2;9.2;10.3;10.2;9.2;9.0;8.7;14.6;7.5
"Primorsko-notranjska";8.8;10.2;8.9;10.2;9.7;10.4;8.4;8.5;9.0;14.1;7.7
"Goriška";8.3;8.8;9.3;10.3;10.6;10.1;10.0;9.8;9.6;14.9;8.6
"Obalno-kraška";7.6;7.3;8.2;7.8;8.3;8.4;7.6;7.7;6.2;12.4;6.3

"Vir: Statistièni urad Republike Slovenije. "

"Povezane vsebine: "
"- (seznam HREF= http://www.stat.si/StatWeb/File/DocSysFile/7783 "
"target=_blank) Metodološka pojasnila "
" "
"Pri preraèunih glede na celotno prebivalstvo je vzeto stanje "
"prebivalstva na 1.1. prihodnjega leta (H1). Na primer pri letu 2010 "
"je za primerjavo vzeto prebivalstvo po stanju H12011."

"Podatki so teritorialno razvršèeni po Klasifikaciji statistiènih "
"teritorialnih enot v Evropski uniji (The Classification  of "
"Territorial Units for Statistics) – NUTS ((seznam "
"HREF=../database/Meta/Klas/NUTS.htm TARGET=_blank) opis in "
"pojasnila), raven NUTS 3.Opombe o spremembah posameznih regij so "
"zapisane k vsaki spremenjeni regiji in so ob izpisu tabele na zaslon "
"dostopne s klikom na ikono za opombe (zvezdica). V opombah je na "
"zaèetku naveden datum, s katerim je opisana teritorialna sprememba "
"upoštevana pri teritorialnem razvršèanju enot za statistiène namene."

"V preraèunu deleža so pri kategoriji SLOVENIJA zajeti tudi študenti z "
"neznanim stalnim prebivališèem ali s stalnim prebivališèem v tujini"

"število diplomantov v doloèeni obèini na 1.000 prebivalcev te obèine"

