"Študenti terciarnega izobraževanja po: ŠTUDIJSKO LETO, STATISTIÈNA"
"REGIJA, VRSTA IZOBRAŽEVANJA , SPOL"

"2007/08"
" ";"SLOVENIJA"
" ";" ";"Višje strokovno"
" ";" ";" ";"Moški";32
" ";" ";" ";"Ženske";12
" ";" ";"Doktorsko (3. bolonjska stopnja)"
" ";" ";" ";"Moški";10
" ";" ";" ";"Ženske";11
" ";"Savinjska"
" ";" ";"Višje strokovno"
" ";" ";" ";"Moški";1277
" ";" ";" ";"Ženske";1223
" ";" ";"Visokošolsko strokovno (prejšnje)"
" ";" ";" ";"Moški";1185
" ";" ";" ";"Ženske";1575
" ";" ";"Visokošolsko strokovno (1. bolonjska stopnja)"
" ";" ";" ";"Moški";892
" ";" ";" ";"Ženske";1304
" ";" ";"Visokošolsko univerzitetno (1. bolonjska stopnja)"
" ";" ";" ";"Moški";676
" ";" ";" ";"Ženske";1076
" ";" ";"Visokošolsko univerzitetno (prejšnje)"
" ";" ";" ";"Moški";1475
" ";" ";" ";"Ženske";2773
" ";" ";"Magistrsko (2. bolonjska stopnja) - enovito magistrsko"
" ";" ";" ";"Moški";28
" ";" ";" ";"Ženske";49
" ";" ";"Magistrsko (2. bolonjska stopnja) - po konèani 1. bolonjski stopnji"
" ";" ";" ";"Moški";154
" ";" ";" ";"Ženske";381
" ";" ";"Specialistièno"
" ";" ";" ";"Moški";32
" ";" ";" ";"Ženske";36
" ";" ";"Magistrsko (prejšnje)"
" ";" ";" ";"Moški";259
" ";" ";" ";"Ženske";381
" ";" ";"Doktorsko (prejšnje)"
" ";" ";" ";"Moški";87
" ";" ";" ";"Ženske";64
" ";" ";"Doktorsko (3. bolonjska stopnja)"
" ";" ";" ";"Moški";32
" ";" ";" ";"Ženske";28
" ";"Zasavska"
" ";" ";"Višje strokovno"
" ";" ";" ";"Moški";203
" ";" ";" ";"Ženske";175
" ";" ";"Visokošolsko strokovno (prejšnje)"
" ";" ";" ";"Moški";211
" ";" ";" ";"Ženske";222
" ";" ";"Visokošolsko strokovno (1. bolonjska stopnja)"
" ";" ";" ";"Moški";87
" ";" ";" ";"Ženske";217
" ";" ";"Visokošolsko univerzitetno (1. bolonjska stopnja)"
