"","Leto","Regija","Vrsta","Spol","Stevilo"
"921","2009/10","stalno bivališče neznano ali v tujini","Doktorsko (3. bolonjska stopnja)","Ženske",86
"922","2010/11","SLOVENIJA","Višje strokovno","Moški",8490
"923","2010/11","SLOVENIJA","Višje strokovno","Ženske",7105
"924","2010/11","SLOVENIJA","Visokošolsko strokovno (prejšnje)","Moški",2539
"925","2010/11","SLOVENIJA","Visokošolsko strokovno (prejšnje)","Ženske",3140
"926","2010/11","SLOVENIJA","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",10337
"927","2010/11","SLOVENIJA","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",14180
"928","2010/11","SLOVENIJA","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",9742
"929","2010/11","SLOVENIJA","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",17884
"930","2010/11","SLOVENIJA","Visokošolsko univerzitetno (prejšnje)","Moški",5358
"931","2010/11","SLOVENIJA","Visokošolsko univerzitetno (prejšnje)","Ženske",12585
"932","2010/11","SLOVENIJA","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",623
"933","2010/11","SLOVENIJA","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",1851
"934","2010/11","SLOVENIJA","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",3201
"935","2010/11","SLOVENIJA","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",6035
"936","2010/11","SLOVENIJA","Magistrsko (prejšnje)","Moški",26
"937","2010/11","SLOVENIJA","Magistrsko (prejšnje)","Ženske",53
"938","2010/11","SLOVENIJA","Doktorsko (prejšnje)","Moški",563
"939","2010/11","SLOVENIJA","Doktorsko (prejšnje)","Ženske",494
"940","2010/11","SLOVENIJA","Doktorsko (3. bolonjska stopnja)","Moški",1303
"941","2010/11","SLOVENIJA","Doktorsko (3. bolonjska stopnja)","Ženske",1625
"942","2010/11","Pomurska","Višje strokovno","Moški",474
"943","2010/11","Pomurska","Višje strokovno","Ženske",408
"944","2010/11","Pomurska","Visokošolsko strokovno (prejšnje)","Moški",113
"945","2010/11","Pomurska","Visokošolsko strokovno (prejšnje)","Ženske",191
"946","2010/11","Pomurska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",581
"947","2010/11","Pomurska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",691
"948","2010/11","Pomurska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",518
"949","2010/11","Pomurska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",812
"950","2010/11","Pomurska","Visokošolsko univerzitetno (prejšnje)","Moški",280
"951","2010/11","Pomurska","Visokošolsko univerzitetno (prejšnje)","Ženske",687
"952","2010/11","Pomurska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",26
"953","2010/11","Pomurska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",88
"954","2010/11","Pomurska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",164
"955","2010/11","Pomurska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",227
"956","2010/11","Pomurska","Magistrsko (prejšnje)","Moški",4
"957","2010/11","Pomurska","Magistrsko (prejšnje)","Ženske",3
"958","2010/11","Pomurska","Doktorsko (prejšnje)","Moški",21
"959","2010/11","Pomurska","Doktorsko (prejšnje)","Ženske",22
"960","2010/11","Pomurska","Doktorsko (3. bolonjska stopnja)","Moški",46
"961","2010/11","Pomurska","Doktorsko (3. bolonjska stopnja)","Ženske",58
"962","2010/11","Podravska","Višje strokovno","Moški",1296
"963","2010/11","Podravska","Višje strokovno","Ženske",1250
"964","2010/11","Podravska","Visokošolsko strokovno (prejšnje)","Moški",280
"965","2010/11","Podravska","Visokošolsko strokovno (prejšnje)","Ženske",404
"966","2010/11","Podravska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",1457
"967","2010/11","Podravska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",1950
"968","2010/11","Podravska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",1514
"969","2010/11","Podravska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",2310
"970","2010/11","Podravska","Visokošolsko univerzitetno (prejšnje)","Moški",680
"971","2010/11","Podravska","Visokošolsko univerzitetno (prejšnje)","Ženske",1671
"972","2010/11","Podravska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",59
"973","2010/11","Podravska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",205
"974","2010/11","Podravska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",485
"975","2010/11","Podravska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",776
"976","2010/11","Podravska","Magistrsko (prejšnje)","Moški",6
"977","2010/11","Podravska","Magistrsko (prejšnje)","Ženske",6
"978","2010/11","Podravska","Doktorsko (prejšnje)","Moški",74
"979","2010/11","Podravska","Doktorsko (prejšnje)","Ženske",61
"980","2010/11","Podravska","Doktorsko (3. bolonjska stopnja)","Moški",209
"981","2010/11","Podravska","Doktorsko (3. bolonjska stopnja)","Ženske",231
"982","2010/11","Koroška","Višje strokovno","Moški",383
"983","2010/11","Koroška","Višje strokovno","Ženske",337
"984","2010/11","Koroška","Visokošolsko strokovno (prejšnje)","Moški",83
"985","2010/11","Koroška","Visokošolsko strokovno (prejšnje)","Ženske",141
"986","2010/11","Koroška","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",427
"987","2010/11","Koroška","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",482
"988","2010/11","Koroška","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",382
"989","2010/11","Koroška","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",587
"990","2010/11","Koroška","Visokošolsko univerzitetno (prejšnje)","Moški",193
"991","2010/11","Koroška","Visokošolsko univerzitetno (prejšnje)","Ženske",506
"992","2010/11","Koroška","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",23
"993","2010/11","Koroška","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",67
"994","2010/11","Koroška","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",98
"995","2010/11","Koroška","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",217
"996","2010/11","Koroška","Magistrsko (prejšnje)","Moški",1
"997","2010/11","Koroška","Magistrsko (prejšnje)","Ženske",3
"998","2010/11","Koroška","Doktorsko (prejšnje)","Moški",18
"999","2010/11","Koroška","Doktorsko (prejšnje)","Ženske",11
"1000","2010/11","Koroška","Doktorsko (3. bolonjska stopnja)","Moški",44
"1001","2010/11","Koroška","Doktorsko (3. bolonjska stopnja)","Ženske",42
"1002","2010/11","Savinjska","Višje strokovno","Moški",1175
"1003","2010/11","Savinjska","Višje strokovno","Ženske",967
"1004","2010/11","Savinjska","Visokošolsko strokovno (prejšnje)","Moški",339
"1005","2010/11","Savinjska","Visokošolsko strokovno (prejšnje)","Ženske",459
"1006","2010/11","Savinjska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",1561
"1007","2010/11","Savinjska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",2219
"1008","2010/11","Savinjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",1171
"1009","2010/11","Savinjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",2025
"1010","2010/11","Savinjska","Visokošolsko univerzitetno (prejšnje)","Moški",601
"1011","2010/11","Savinjska","Visokošolsko univerzitetno (prejšnje)","Ženske",1550
"1012","2010/11","Savinjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",67
"1013","2010/11","Savinjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",194
"1014","2010/11","Savinjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",378
"1015","2010/11","Savinjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",851
"1016","2010/11","Savinjska","Magistrsko (prejšnje)","Ženske",8
"1017","2010/11","Savinjska","Doktorsko (prejšnje)","Moški",59
"1018","2010/11","Savinjska","Doktorsko (prejšnje)","Ženske",40
"1019","2010/11","Savinjska","Doktorsko (3. bolonjska stopnja)","Moški",101
"1020","2010/11","Savinjska","Doktorsko (3. bolonjska stopnja)","Ženske",157
"1021","2010/11","Zasavska","Višje strokovno","Moški",200
"1022","2010/11","Zasavska","Višje strokovno","Ženske",156
"1023","2010/11","Zasavska","Visokošolsko strokovno (prejšnje)","Moški",60
"1024","2010/11","Zasavska","Visokošolsko strokovno (prejšnje)","Ženske",67
"1025","2010/11","Zasavska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",192
"1026","2010/11","Zasavska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",270
"1027","2010/11","Zasavska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",155
"1028","2010/11","Zasavska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",379
"1029","2010/11","Zasavska","Visokošolsko univerzitetno (prejšnje)","Moški",82
"1030","2010/11","Zasavska","Visokošolsko univerzitetno (prejšnje)","Ženske",255
"1031","2010/11","Zasavska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",2
"1032","2010/11","Zasavska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",36
"1033","2010/11","Zasavska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",54
"1034","2010/11","Zasavska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",134
"1035","2010/11","Zasavska","Magistrsko (prejšnje)","Ženske",2
"1036","2010/11","Zasavska","Doktorsko (prejšnje)","Moški",9
"1037","2010/11","Zasavska","Doktorsko (prejšnje)","Ženske",6
"1038","2010/11","Zasavska","Doktorsko (3. bolonjska stopnja)","Moški",23
"1039","2010/11","Zasavska","Doktorsko (3. bolonjska stopnja)","Ženske",22
"1040","2010/11","Posavska","Višje strokovno","Moški",260
"1041","2010/11","Posavska","Višje strokovno","Ženske",239
"1042","2010/11","Posavska","Visokošolsko strokovno (prejšnje)","Moški",86
"1043","2010/11","Posavska","Visokošolsko strokovno (prejšnje)","Ženske",112
"1044","2010/11","Posavska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",464
"1045","2010/11","Posavska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",523
"1046","2010/11","Posavska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",329
"1047","2010/11","Posavska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",592
"1048","2010/11","Posavska","Visokošolsko univerzitetno (prejšnje)","Moški",200
"1049","2010/11","Posavska","Visokošolsko univerzitetno (prejšnje)","Ženske",449
"1050","2010/11","Posavska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",11
"1051","2010/11","Posavska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",51
"1052","2010/11","Posavska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",110
"1053","2010/11","Posavska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",176
"1054","2010/11","Posavska","Magistrsko (prejšnje)","Moški",1
"1055","2010/11","Posavska","Doktorsko (prejšnje)","Moški",22
"1056","2010/11","Posavska","Doktorsko (prejšnje)","Ženske",9
"1057","2010/11","Posavska","Doktorsko (3. bolonjska stopnja)","Moški",30
"1058","2010/11","Posavska","Doktorsko (3. bolonjska stopnja)","Ženske",30
"1059","2010/11","Jugovzhodna Slovenija","Višje strokovno","Moški",708
"1060","2010/11","Jugovzhodna Slovenija","Višje strokovno","Ženske",541
"1061","2010/11","Jugovzhodna Slovenija","Visokošolsko strokovno (prejšnje)","Moški",272
"1062","2010/11","Jugovzhodna Slovenija","Visokošolsko strokovno (prejšnje)","Ženske",285
"1063","2010/11","Jugovzhodna Slovenija","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",809
"1064","2010/11","Jugovzhodna Slovenija","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",1105
"1065","2010/11","Jugovzhodna Slovenija","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",650
"1066","2010/11","Jugovzhodna Slovenija","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",1347
"1067","2010/11","Jugovzhodna Slovenija","Visokošolsko univerzitetno (prejšnje)","Moški",382
"1068","2010/11","Jugovzhodna Slovenija","Visokošolsko univerzitetno (prejšnje)","Ženske",937
"1069","2010/11","Jugovzhodna Slovenija","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",34
"1070","2010/11","Jugovzhodna Slovenija","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",133
"1071","2010/11","Jugovzhodna Slovenija","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",202
"1072","2010/11","Jugovzhodna Slovenija","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",409
"1073","2010/11","Jugovzhodna Slovenija","Magistrsko (prejšnje)","Moški",2
"1074","2010/11","Jugovzhodna Slovenija","Magistrsko (prejšnje)","Ženske",1
"1075","2010/11","Jugovzhodna Slovenija","Doktorsko (prejšnje)","Moški",24
"1076","2010/11","Jugovzhodna Slovenija","Doktorsko (prejšnje)","Ženske",30
"1077","2010/11","Jugovzhodna Slovenija","Doktorsko (3. bolonjska stopnja)","Moški",56
"1078","2010/11","Jugovzhodna Slovenija","Doktorsko (3. bolonjska stopnja)","Ženske",80
"1079","2010/11","Osrednjeslovenska","Višje strokovno","Moški",1993
"1080","2010/11","Osrednjeslovenska","Višje strokovno","Ženske",1707
"1081","2010/11","Osrednjeslovenska","Visokošolsko strokovno (prejšnje)","Moški",612
"1082","2010/11","Osrednjeslovenska","Visokošolsko strokovno (prejšnje)","Ženske",705
"1083","2010/11","Osrednjeslovenska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",2390
"1084","2010/11","Osrednjeslovenska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",3601
"1085","2010/11","Osrednjeslovenska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",2676
"1086","2010/11","Osrednjeslovenska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",4967
"1087","2010/11","Osrednjeslovenska","Visokošolsko univerzitetno (prejšnje)","Moški",1544
"1088","2010/11","Osrednjeslovenska","Visokošolsko univerzitetno (prejšnje)","Ženske",3385
"1089","2010/11","Osrednjeslovenska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",226
"1090","2010/11","Osrednjeslovenska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",534
"1091","2010/11","Osrednjeslovenska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",860
"1092","2010/11","Osrednjeslovenska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",1594
"1093","2010/11","Osrednjeslovenska","Magistrsko (prejšnje)","Moški",6
"1094","2010/11","Osrednjeslovenska","Magistrsko (prejšnje)","Ženske",20
"1095","2010/11","Osrednjeslovenska","Doktorsko (prejšnje)","Moški",180
"1096","2010/11","Osrednjeslovenska","Doktorsko (prejšnje)","Ženske",175
"1097","2010/11","Osrednjeslovenska","Doktorsko (3. bolonjska stopnja)","Moški",399
"1098","2010/11","Osrednjeslovenska","Doktorsko (3. bolonjska stopnja)","Ženske",560
"1099","2010/11","Gorenjska","Višje strokovno","Moški",1034
"1100","2010/11","Gorenjska","Višje strokovno","Ženske",787
"1101","2010/11","Gorenjska","Visokošolsko strokovno (prejšnje)","Moški",218
"1102","2010/11","Gorenjska","Visokošolsko strokovno (prejšnje)","Ženske",310
"1103","2010/11","Gorenjska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",960
"1104","2010/11","Gorenjska","Visokošolsko strokovno (1. bolonjska stopnja)","Ženske",1447
"1105","2010/11","Gorenjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Moški",900
"1106","2010/11","Gorenjska","Visokošolsko univerzitetno (1. bolonjska stopnja)","Ženske",1846
"1107","2010/11","Gorenjska","Visokošolsko univerzitetno (prejšnje)","Moški",546
"1108","2010/11","Gorenjska","Visokošolsko univerzitetno (prejšnje)","Ženske",1230
"1109","2010/11","Gorenjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Moški",61
"1110","2010/11","Gorenjska","Magistrsko (2. bolonjska stopnja) - enovito magistrsko","Ženske",213
"1111","2010/11","Gorenjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Moški",284
"1112","2010/11","Gorenjska","Magistrsko (2. bolonjska stopnja) - po končani 1. bolonjski stopnji","Ženske",567
"1113","2010/11","Gorenjska","Magistrsko (prejšnje)","Moški",4
"1114","2010/11","Gorenjska","Magistrsko (prejšnje)","Ženske",8
"1115","2010/11","Gorenjska","Doktorsko (prejšnje)","Moški",54
"1116","2010/11","Gorenjska","Doktorsko (prejšnje)","Ženske",40
"1117","2010/11","Gorenjska","Doktorsko (3. bolonjska stopnja)","Moški",108
"1118","2010/11","Gorenjska","Doktorsko (3. bolonjska stopnja)","Ženske",103
"1119","2010/11","Primorsko-notranjska","Višje strokovno","Moški",236
"1120","2010/11","Primorsko-notranjska","Višje strokovno","Ženske",169
"1121","2010/11","Primorsko-notranjska","Visokošolsko strokovno (prejšnje)","Moški",79
"1122","2010/11","Primorsko-notranjska","Visokošolsko strokovno (prejšnje)","Ženske",84
"1123","2010/11","Primorsko-notranjska","Visokošolsko strokovno (1. bolonjska stopnja)","Moški",221
